0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
4600,M,H,TN,Y,0307,N,GEN,COM,80S1,ONLY,Y,Y,POL,Y
2532,M,H,OT,Y,0811,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
1925,M,H,TN,Y,0307,N,SIM,STY,90S1,OTHR,N,Y,ACT,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,OI,Y,0307,N,SIM,STY,RCNT,1STC,Y,Y,POL,Y
2532,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,TN,Y,0307,N,SIM,STY,70S,ONLY,Y,Y,POL,Y
2532,M,H,TN,Y,1216,N,SIM,STY,80S1,LOVE,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
3345,M,M,FR,Y,0307,N,SPI,COM,RCNT,LOVE,N,Y,SPT,Y
2532,M,H,TN,Y,2230,N,FIL,STY,90S1,1STC,Y,Y,ACT,N
2532,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
1925,M,C,TN,Y,1216,N,GEN,COM,RCNT,LOVE,N,Y,ACT,Y
3345,M,C,SA,Y,1216,N,SIM,COM,90S2,LOVE,Y,Y,POL,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,TN,Y,0811,Y,SIM,STY,80S2,LOVE,N,Y,ACT,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
3345,M,H,OI,Y,0307,N,FIL,COM,90S2,ONLY,Y,Y,SPT,A
1925,M,H,SL,Y,0811,N,FIL,STY,90S2,1STC,Y,Y,ACT,Y
3345,M,H,US,Y,1216,N,FIL,COM,90S1,LOVE,N,Y,ACT,Y
2532,M,H,TN,Y,0307,Y,SIM,SEN,90S1,LOVE,Y,N,POL,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,C,OI,Y,1216,N,SIM,STY,90S1,ONLY,N,Y,ACT,Y
1925,M,H,TN,Y,1216,N,SIM,STY,RCNT,ONLY,Y,N,POL,Y
2532,M,H,TN,Y,0811,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
2532,M,H,OI,Y,0811,N,FIL,FIG,70S,1STC,Y,Y,SPT,Y
2532,M,H,OT,Y,0307,N,FIL,STY,90S1,LOVE,Y,Y,OTH,Y
2532,M,H,OI,Y,0811,N,SIM,STY,80S1,ONLY,Y,Y,POL,A
1925,M,H,TN,Y,0307,N,SIM,STY,90S2,OTHR,Y,Y,POL,Y
1925,M,H,US,Y,0307,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
2532,M,H,OI,Y,0811,N,FIL,FIG,70S,1STC,Y,Y,SPT,Y
2532,M,H,OI,Y,0811,N,SIM,STY,80S1,ONLY,Y,Y,POL,A
3345,M,H,TN,Y,0811,N,SIM,STY,RCNT,ONLY,Y,Y,POL,A
2532,M,H,OI,Y,0811,N,FIL,FIG,70S,1STC,Y,Y,SPT,Y
1925,M,H,TN,Y,0307,N,SIM,STY,80S2,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,SIM,STY,90S2,LOVE,Y,Y,ACT,Y
3345,M,H,TN,Y,0307,Y,SIM,COM,80S2,LOVE,N,Y,ACT,Y
1925,M,H,OI,Y,1216,N,SIM,STY,70S,1STC,N,Y,ACT,A
3345,M,H,SL,Y,2230,Y,FIL,STY,90S1,1STC,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SIM,COM,70S,2NDC,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,STY,90S1,1STC,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,FIL,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,0307,N,SIM,COM,70S,ONLY,N,Y,SPT,Y
0712,M,H,US,Y,0307,N,SIM,STY,80S2,ONLY,N,Y,ACT,Y
2532,M,H,OT,Y,0811,N,FIL,STY,80S2,ONLY,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,COM,90S1,LOVE,Y,Y,POL,Y
1318,M,H,TN,Y,0307,Y,FRI,COM,80S2,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,SIM,COM,90S1,LOVE,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,STY,80S1,LOVE,N,Y,ACT,Y
1925,M,H,CN,Y,0811,N,FIL,COM,80S2,ONLY,Y,Y,POL,Y
2532,M,H,SG,Y,0811,Y,SIM,COM,90S1,LOVE,Y,Y,POL,A
2532,M,H,OI,Y,0307,N,SIM,COM,80S2,ONLY,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SIM,COM,RCNT,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0307,N,SIM,STY,70S,LOVE,N,N,OTH,N
2532,M,H,TN,Y,0307,N,SIM,STY,80S1,LOVE,N,Y,OTH,Y
1925,M,H,OT,Y,1216,N,SIM,STY,90S2,1STC,N,Y,ACT,Y
2532,M,H,TN,Y,1216,N,SPI,STY,90S2,ONLY,N,Y,SPT,Y
2532,M,H,TN,Y,0307,N,FAM,STY,RCNT,LOVE,Y,Y,POL,Y
2532,F,H,TN,Y,1721,N,FIL,STY,90S1,1STC,N,Y,OTH,Y
2532,M,H,OI,Y,0307,N,SPI,STY,80S2,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,0811,Y,FAM,STY,80S1,1STC,N,Y,ACT,N
2532,M,H,TN,Y,2230,N,FIL,STY,90S2,ONLY,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,FIL,STY,90S2,1STC,Y,Y,POL,Y
2532,M,H,TN,Y,1216,N,FAM,STY,80S1,1STC,Y,Y,SPT,N
2532,M,H,OT,Y,0307,N,GEN,FIG,90S1,ONLY,N,Y,ACT,Y
3345,M,H,US,Y,0811,Y,GEN,OTH,90S2,LOVE,N,Y,OTH,Y
2532,M,H,TN,Y,0307,N,SPI,COM,80S2,LOVE,N,Y,SPT,Y
3345,M,H,OT,Y,1721,Y,SIM,STY,90S2,ONLY,N,Y,ACT,Y
3345,M,H,SG,Y,0811,N,FIL,STY,RCNT,1STC,N,Y,ACT,Y
2532,M,H,TN,Y,0811,N,SIM,COM,80S2,ONLY,N,Y,ACT,A
2532,M,H,TN,Y,1216,N,SIM,STY,80S2,ONLY,Y,Y,POL,Y
3345,M,H,CN,Y,0307,N,SIM,STY,RCNT,LOVE,N,Y,ACT,Y
3345,F,H,CN,Y,0811,N,GEN,STY,RCNT,ONLY,Y,Y,ACT,A
2532,F,H,SG,Y,0307,N,OTH,STY,80S2,ONLY,N,Y,ACT,Y
2532,M,H,TN,Y,0811,Y,SIM,STY,80S2,1STC,Y,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,STY,70S,ONLY,Y,Y,POL,Y
2532,M,H,BH,Y,0811,N,FRI,FIG,90S1,LOVE,N,Y,SPT,A
4600,M,H,TN,Y,1721,N,FRI,STY,90S1,LOVE,Y,Y,SPT,Y
2532,M,H,TN,Y,0811,N,SIM,STY,90S1,ONLY,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,SIM,STY,RCNT,ONLY,Y,Y,POL,Y
2532,M,H,JP,Y,1216,N,FAM,STY,90S1,1STC,Y,Y,SPT,N
2532,F,H,SG,Y,0307,N,SIM,STY,80S2,ONLY,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SIM,STY,70S,1STC,N,Y,ACT,Y
3345,M,H,US,Y,0811,N,SIM,COM,90S1,ONLY,N,Y,SPT,Y
2532,M,H,TN,Y,1216,N,FIL,COM,90S2,1STC,Y,Y,OTH,N
1925,M,H,SG,Y,0811,N,SIM,COM,90S1,LOVE,N,Y,SPT,Y
1925,M,H,MY,Y,0811,N,FIL,SEN,90S1,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,0307,Y,SIM,STY,90S2,ONLY,Y,N,POL,Y
2532,M,H,TN,Y,2230,N,FIL,STY,80S2,LOVE,Y,Y,POL,Y
3345,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
1925,M,H,US,Y,0307,N,SIM,STY,RCNT,ONLY,Y,Y,POL,Y
2532,M,H,US,Y,0811,Y,GEN,STY,80S2,LOVE,N,Y,ACT,Y
1925,M,M,TN,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,FIL,STY,90S1,ONLY,Y,Y,ACT,A
1925,M,H,OI,Y,0307,Y,OTH,STY,90S1,ONLY,Y,Y,POL,Y
1925,M,H,TN,Y,0811,Y,SIM,STY,90S1,1STC,Y,Y,POL,Y
2532,F,H,OT,Y,0307,N,SIM,STY,70S,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,0811,N,SIM,STY,90S1,LOVE,N,Y,ACT,Y
1925,M,H,OI,Y,0307,N,FIL,STY,90S1,ONLY,N,Y,ACT,N
1925,M,H,OI,Y,0307,N,FIL,STY,90S1,ONLY,N,Y,ACT,Y
4600,M,H,TN,Y,0307,N,FIL,FIG,70S,LOVE,Y,Y,ACT,Y
1318,M,H,TN,Y,0307,N,FIL,STY,90S2,2NDC,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SPI,STY,80S2,LOVE,Y,Y,POL,A
1318,M,H,FR,Y,0307,N,OTH,STY,90S1,1STC,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,COM,RCNT,1STC,Y,Y,POL,Y
2532,M,H,TN,Y,0307,N,SIM,COM,RCNT,1STC,Y,Y,POL,Y
2532,M,H,TN,Y,0307,Y,SIM,STY,80S1,LOVE,Y,Y,ACT,Y
2532,M,H,TN,Y,0811,N,OTH,COM,80S2,1STC,Y,Y,POL,Y
2532,M,H,TN,Y,1216,N,GEN,STY,90S1,LOVE,N,Y,OTH,Y
2532,M,H,OT,Y,0811,N,FIL,COM,RCNT,ONLY,N,Y,ACT,Y
2532,M,H,OI,Y,0307,N,OTH,STY,80S2,1STC,Y,Y,POL,Y
2532,M,H,OI,Y,0811,N,FRI,STY,RCNT,1STC,Y,Y,ACT,Y
1925,M,H,CN,Y,0811,N,SIM,COM,80S2,1STC,N,Y,ACT,Y
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
0712,M,H,TN,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,US,Y,0811,N,SPI,STY,90S1,LOVE,Y,Y,POL,Y
3345,M,H,TN,Y,0811,N,FIL,STY,80S2,ONLY,Y,Y,POL,Y
4600,M,H,TN,Y,0307,Y,OTH,OTH,90S1,ONLY,Y,Y,ACT,A
3345,M,H,TN,Y,2230,N,SIM,STY,RCNT,ONLY,Y,Y,POL,Y
1925,F,H,CN,Y,0307,N,SPI,STY,90S2,ONLY,Y,Y,ACT,Y
1318,M,H,OI,Y,0307,N,FIL,STY,90S1,1STC,N,Y,ACT,Y
1318,M,H,OT,Y,0307,N,FIL,STY,RCNT,LOVE,N,Y,ACT,Y
2532,M,C,MY,Y,0307,N,SIM,STY,70S,LOVE,Y,Y,POL,Y
3345,M,H,OI,Y,1721,N,SIM,STY,80S1,ONLY,N,Y,SPT,A
1925,M,H,US,Y,0307,N,FIL,COM,80S1,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,0811,N,GEN,STY,90S1,ONLY,Y,Y,POL,Y
2532,M,H,TN,Y,0811,N,FIL,STY,70S,ONLY,N,Y,ACT,Y
1925,M,H,OI,N,1216,N,SPI,STY,RCNT,2NDC,N,Y,SPT,N
1925,M,H,TN,Y,0307,N,SIM,STY,70S,ONLY,Y,Y,ACT,A
2532,M,H,US,Y,0307,Y,SIM,STY,80S1,ONLY,N,Y,ACT,A
4600,M,H,TN,Y,0307,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,OT,Y,0307,Y,SIM,STY,80S1,LOVE,N,Y,SPT,Y
3345,F,H,US,Y,0811,N,FIL,STY,80S2,ONLY,Y,Y,ACT,Y
2532,M,H,TN,Y,0811,N,FRI,COM,90S1,LOVE,N,Y,ACT,Y
4600,M,H,TN,Y,0307,N,SIM,STY,80S2,ONLY,N,Y,ACT,Y
3345,M,H,US,Y,0811,N,SIM,STY,80S1,LOVE,Y,Y,POL,Y
2532,M,M,OT,Y,0811,Y,SIM,STY,90S1,LOVE,Y,Y,POL,Y
3345,M,H,TN,Y,0307,N,FIL,FIG,80S1,ONLY,Y,Y,POL,A
3345,M,H,OT,Y,2230,N,GEN,COM,70S,1STC,N,Y,OTH,Y
3345,M,H,OT,Y,1216,N,SIM,SEN,80S1,LOVE,N,Y,ACT,N
2532,M,H,TN,Y,0811,N,SIM,STY,90S1,1STC,Y,N,POL,Y
2532,M,H,SG,Y,0307,N,SIM,COM,80S2,LOVE,N,Y,ACT,Y
1925,M,H,OT,Y,0811,N,GEN,STY,70S,2NDC,N,Y,ACT,Y
2532,M,H,OT,Y,1721,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
4600,M,H,OI,Y,0307,N,SIM,STY,90S2,LOVE,N,Y,ACT,A
2532,F,H,US,Y,2230,N,SIM,STY,90S2,LOVE,N,Y,SPT,Y
2532,M,H,TN,Y,0307,N,FIL,COM,90S1,LOVE,Y,Y,POL,Y
3345,M,H,TN,Y,0811,N,FIL,COM,RCNT,1STC,N,Y,ACT,A
2532,M,H,OT,Y,0811,N,FIL,STY,80S2,LOVE,Y,Y,ACT,Y
1925,M,H,OT,Y,0811,Y,SIM,COM,RCNT,LOVE,Y,Y,POL,Y
1925,M,C,MY,Y,0811,N,SIM,STY,90S2,1STC,N,Y,ACT,Y
1925,M,C,TN,Y,0307,N,FIL,FIG,80S1,1STC,N,Y,ACT,Y
1925,M,H,OI,Y,0307,Y,SPI,OTH,90S1,LOVE,N,Y,ACT,Y
4600,M,H,TN,Y,2230,N,GEN,STY,90S1,1STC,Y,Y,POL,Y
1925,M,H,TN,Y,0811,Y,SIM,STY,90S1,ONLY,N,Y,ACT,Y
1925,M,H,TN,Y,1216,N,FIL,STY,80S1,1STC,Y,Y,POL,Y
1925,F,H,FR,Y,0307,N,SIM,STY,90S2,1STC,N,Y,OTH,Y
1925,M,H,GM,Y,0307,N,SIM,COM,90S1,LOVE,N,Y,OTH,Y
3345,M,H,US,Y,1216,N,SIM,SEN,90S1,ONLY,Y,N,POL,A
1925,M,H,TN,Y,0307,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
3345,M,H,OT,Y,1216,N,FIL,STY,RCNT,LOVE,N,Y,SPT,Y
2532,M,H,TN,Y,0307,N,FAM,FIG,90S1,LOVE,N,Y,ACT,A
4600,F,H,TN,Y,0307,N,SIM,STY,RCNT,ONLY,N,Y,ACT,Y
1318,M,C,FR,Y,0307,N,FIL,STY,70S,ONLY,Y,Y,ACT,N
1318,M,H,TN,Y,0811,N,FIL,STY,90S2,LOVE,Y,Y,POL,Y
0712,M,H,TN,Y,0307,N,FRI,STY,RCNT,LOVE,Y,Y,POL,Y
2532,M,C,US,Y,1721,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
1925,M,C,US,Y,0811,Y,FIL,STY,RCNT,LOVE,Y,Y,ACT,Y
2532,M,H,OT,Y,0307,N,SIM,STY,80S1,LOVE,Y,Y,ACT,Y
3345,M,M,US,Y,1216,N,SIM,FIG,90S1,LOVE,Y,Y,ACT,Y
2532,M,H,TN,Y,1216,N,SIM,STY,90S2,LOVE,Y,Y,ACT,Y
3345,M,H,TN,Y,1216,N,GEN,SEN,80S2,ONLY,Y,Y,POL,Y
2532,M,H,US,Y,1216,N,FAM,FIG,90S1,1STC,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SPI,STY,90S1,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,2230,N,FIL,STY,80S1,2NDC,N,N,SPT,N
1925,M,H,US,Y,1721,Y,GEN,COM,90S2,1STC,N,Y,OTH,A
3345,M,H,US,Y,2230,N,SIM,OTH,80S1,OTHR,Y,Y,POL,Y
2532,M,C,US,Y,1216,N,SIM,STY,90S2,1STC,N,Y,ACT,N
3345,M,M,SA,Y,1216,Y,SIM,STY,70S,ONLY,Y,Y,POL,A
3345,M,H,FR,Y,1216,N,SIM,STY,RCNT,ONLY,Y,Y,POL,Y
1925,M,H,TN,Y,0307,N,FIL,STY,70S,LOVE,N,Y,ACT,Y
2532,M,H,OT,Y,0307,Y,OTH,STY,90S1,ONLY,Y,Y,POL,Y
3345,M,H,US,Y,1216,N,SIM,STY,90S2,LOVE,N,Y,ACT,Y
2532,M,H,US,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,ACT,Y
2532,M,C,OI,N,1721,N,FAM,STY,90S1,ONLY,Y,Y,POL,Y
1925,M,H,US,Y,0811,N,FIL,STY,90S2,ONLY,Y,Y,POL,Y
2532,M,H,OI,Y,0307,N,SIM,STY,80S2,ONLY,N,Y,ACT,Y
2532,M,H,TN,Y,0307,Y,SIM,STY,90S2,ONLY,Y,Y,POL,Y
2532,M,H,CN,Y,1216,N,SPI,COM,90S2,ONLY,Y,Y,ACT,Y
3345,M,H,TN,Y,1721,N,SIM,STY,90S1,1STC,N,Y,ACT,A
1925,M,H,TN,Y,0307,N,SIM,STY,RCNT,LOVE,N,Y,SPT,Y
2532,M,H,US,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,GM,Y,0307,N,SIM,STY,RCNT,LOVE,Y,Y,POL,A
2532,M,H,US,Y,2230,N,OTH,OTH,90S2,OTHR,N,Y,ACT,N
2532,F,M,US,Y,0307,N,FIL,STY,90S2,1STC,N,Y,ACT,Y
1925,M,H,US,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,SPT,Y
1925,M,H,US,Y,1216,Y,SIM,STY,RCNT,1STC,Y,Y,POL,Y
1925,F,H,US,Y,0307,N,SIM,COM,90S2,LOVE,N,Y,ACT,Y
3345,M,H,US,Y,0307,N,SIM,STY,80S2,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,0811,N,SIM,COM,80S1,LOVE,Y,Y,POL,Y
2532,M,H,US,Y,0307,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
1925,M,M,US,Y,0811,Y,SIM,STY,90S1,ONLY,Y,Y,POL,Y
2532,M,H,US,Y,1216,N,OTH,SEN,RCNT,LOVE,Y,Y,POL,Y
3345,M,M,US,Y,0307,N,SIM,OTH,80S2,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,1721,N,OTH,OTH,80S1,NTFN,N,N,OTH,N
1925,M,H,US,Y,0307,Y,FIL,STY,80S2,1STC,N,Y,ACT,Y
3345,M,H,US,Y,0811,N,SIM,STY,90S1,1STC,N,Y,SPT,Y
3345,M,H,TN,Y,0307,N,SIM,STY,RCNT,1STC,N,Y,ACT,N
2532,M,H,US,Y,0307,N,SIM,COM,90S2,LOVE,N,Y,ACT,Y
3345,M,H,MY,Y,0811,N,SIM,STY,70S,ONLY,N,Y,ACT,Y
3345,M,H,TN,Y,1216,N,SIM,COM,80S2,ONLY,Y,Y,ACT,Y
3345,M,H,US,Y,1216,N,SPI,FIG,RCNT,LOVE,N,Y,ACT,A
3345,M,H,US,Y,1216,N,SIM,STY,90S1,OTHR,Y,Y,POL,Y
2532,M,H,TN,Y,1216,Y,SPI,STY,90S1,OTHR,Y,Y,POL,N
1318,M,H,CN,Y,0307,N,FIL,STY,RCNT,ONLY,N,Y,ACT,Y
2532,M,H,TN,Y,0811,N,SIM,COM,RCNT,ONLY,Y,Y,ACT,Y
1925,M,H,OI,Y,0811,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
1925,M,H,MY,Y,0307,N,GEN,STY,90S1,LOVE,N,N,SPT,Y
1925,M,H,TN,Y,0307,N,SIM,STY,80S1,LOVE,Y,Y,ACT,Y
1925,M,H,TN,Y,0811,N,FIL,STY,90S1,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,0307,Y,SIM,STY,80S1,LOVE,N,Y,OTH,Y
3345,M,H,TN,Y,1721,N,OTH,COM,80S2,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0307,N,FIL,STY,90S1,1STC,N,Y,ACT,Y
3345,M,H,TN,Y,1216,N,SIM,STY,80S1,ONLY,N,Y,ACT,Y
1925,M,M,TN,Y,0307,N,SIM,STY,90S2,ONLY,Y,Y,ACT,N
1925,M,H,MY,Y,1216,N,FIL,STY,RCNT,LOVE,N,Y,ACT,Y
2532,M,H,TN,Y,0307,N,SIM,STY,80S2,ONLY,Y,Y,ACT,A
3345,M,H,TN,Y,2230,N,FIL,STY,90S1,1STC,N,Y,ACT,Y
3345,M,H,UA,Y,0811,N,SIM,STY,RCNT,LOVE,Y,Y,POL,Y
1318,M,H,TN,Y,0307,N,SIM,STY,90S2,LOVE,Y,Y,POL,Y
1925,M,H,OI,Y,0307,Y,FAM,STY,80S2,ONLY,Y,Y,POL,Y
2532,M,C,FR,Y,0307,N,FIL,STY,80S2,1STC,N,Y,ACT,A
2532,M,H,TN,Y,0307,N,SIM,STY,70S,1STC,Y,Y,ACT,N
1925,M,H,OI,N,1721,N,SIM,STY,90S2,ONLY,N,Y,ACT,Y
2532,M,H,OT,Y,1216,N,SIM,STY,90S2,1STC,N,Y,ACT,Y
1925,M,H,OI,Y,0307,N,OTH,STY,RCNT,LOVE,N,Y,ACT,Y
1925,M,H,TN,Y,1216,N,SIM,STY,80S2,LOVE,Y,Y,ACT,Y
2532,F,C,SG,Y,0811,N,SIM,COM,80S2,LOVE,N,Y,ACT,Y
1925,M,H,OI,Y,1216,N,GEN,STY,90S1,1STC,N,Y,SPT,Y
4600,M,H,TN,Y,0307,Y,FIL,STY,70S,1STC,N,Y,ACT,Y
1925,M,H,TN,Y,0307,N,FAM,STY,90S1,1STC,N,Y,ACT,Y
2532,M,H,TN,Y,0811,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0307,N,SIM,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,1216,N,FIL,STY,90S2,ONLY,Y,Y,POL,Y
2532,F,H,SG,Y,0307,N,SIM,STY,80S2,ONLY,N,Y,ACT,Y
1318,M,H,TN,Y,0811,N,FIL,STY,90S1,ONLY,Y,Y,ACT,Y
1925,M,H,TN,Y,0307,Y,GEN,OTH,90S2,LOVE,Y,N,POL,Y
3345,M,H,SG,Y,1216,N,SIM,STY,80S2,ONLY,Y,Y,ACT,Y
1925,M,H,TN,Y,0307,N,SIM,STY,80S1,ONLY,Y,Y,ACT,Y
1925,M,H,TN,Y,1216,N,SIM,COM,90S2,LOVE,Y,Y,POL,Y
1925,M,H,TN,Y,0811,N,SIM,STY,90S1,ONLY,Y,Y,ACT,A
1925,M,H,OI,Y,0307,N,FIL,SEN,RCNT,LOVE,N,Y,ACT,Y
2532,M,H,OI,Y,0811,N,SIM,STY,80S2,1STC,N,Y,ACT,Y
1925,F,C,MY,Y,0307,N,SIM,STY,90S2,1STC,N,Y,ACT,Y
1925,M,M,SG,Y,1216,N,OTH,STY,RCNT,ONLY,Y,Y,POL,Y
2532,M,H,OT,Y,1216,N,SIM,FIG,90S2,ONLY,Y,Y,POL,Y
1925,M,H,SG,Y,0307,N,SIM,COM,90S1,LOVE,N,Y,SPT,Y
2532,M,H,OT,Y,0811,Y,SIM,STY,RCNT,1STC,N,Y,ACT,Y
3345,M,H,TN,Y,0811,N,SIM,STY,80S2,LOVE,Y,Y,SPT,Y
1925,M,H,TN,Y,0307,Y,SIM,STY,90S1,LOVE,N,Y,SPT,Y
4600,M,H,OI,Y,0307,N,SIM,SEN,90S2,LOVE,N,Y,OTH,Y
1925,M,H,TN,Y,0307,N,SIM,COM,90S1,ONLY,Y,N,POL,Y
2532,M,H,TN,Y,0811,N,FIL,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,OT,Y,1216,N,FIL,STY,80S2,ONLY,Y,Y,ACT,Y
1925,M,H,TN,Y,0307,N,GEN,STY,90S1,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,0307,N,SIM,STY,90S1,1STC,Y,Y,ACT,Y
2532,M,H,US,Y,0307,N,SIM,FIG,90S2,LOVE,N,Y,ACT,A
2532,M,O,MY,Y,0811,N,FIL,STY,90S1,LOVE,Y,Y,ACT,Y
2532,M,H,UA,Y,0307,Y,SIM,STY,80S2,LOVE,Y,Y,POL,Y
2532,M,H,TN,Y,1216,N,SIM,STY,70S,ONLY,Y,Y,SPT,Y
1925,M,M,TN,Y,1216,N,SIM,STY,90S2,ONLY,Y,Y,POL,A
2532,M,H,TN,Y,0307,N,SIM,OTH,90S1,ONLY,N,Y,ACT,A
2532,M,H,TN,Y,1216,N,SIM,STY,90S2,ONLY,Y,Y,ACT,N
